Identificador da transação;Bandeira do Cartão;Distância de Casa;Distância da Última Transação;Razão entre o valor da compra e o valor médio;Local Repetido;Usou Chip;Usou Senha;Online;Fraude
BBCC1;DINNERS;28,34163102;9,868671754;0,244756941;1;0;0;0;?
BBE0E;ELO;8,167520582;3,28948355;0,209413826;1;1;0;0;?
BBFDE;ELO;18,63311927;6,776479;2,542593961;1;1;0;1;?
BC005;MASTER;51,51823661;0,855141153;3,79622056;1;0;1;0;?
BC088;MASTER;129,1323637;4,293686369;3,816682497;1;0;0;1;?
BC5F5;MASTER;40,64535579;5,154012634;0,242996015;1;1;0;0;?
BC6EA;AMEX;1,307585576;2,247864758;4,755209072;0;1;0;0;?
BC96D;VISA;15,09819201;0,396494847;1,001797552;1;0;0;1;?
BCA93;VISA;7,52820435;15,22543133;0,074607876;1;0;0;1;?
BD5C1;AMEX;13,72805108;2,56106571;0,188185118;1;0;0;1;?
BD80A;AMEX;11,71990212;0,088551483;8,084716511;1;0;0;1;?
BD862;AMEX;15,02006106;80,23723434;1,432452731;1;0;0;1;?
BDBCA;AMEX;71,45056884;0,757631018;0,584373917;1;0;0;0;?
BDD96;MASTER;4,070386466;1,210691165;0,365732082;1;0;0;0;?
BE39B;MASTER;129,948196;15,70103291;1,523280703;1;0;1;1;?
BE72A;AMEX;14,83133122;0,255510021;0,389416929;1;1;0;1;?
BEE9B;ELO;14,74559655;0,371949838;1,885095464;1;0;0;1;?
BF2D7;VISA;10,99120127;50,86759173;0,314642891;1;1;0;0;?
BF4BC;MASTER;140,502784;0,049222273;5,815805239;1;0;0;1;?
BF7E3;ELO;11,79062485;11,01112085;0,13307725;1;0;0;1;?
BFE1A;MASTER;11,62741592;21,89418548;1,354570799;1;0;0;1;?
C02C1;MASTER;6,809934236;0,074934727;5,609629115;1;0;0;1;?
C03A0;ELO;2,660649119;0,657162048;3,837859968;1;0;0;1;?
C04D1;MASTER;3,589648598;6,247457542;1,846450527;1;0;0;0;?
C0509;ELO;9,931274256;62,83512947;0,614092529;1;0;0;1;?
C080D;VISA;63,74208998;18,27289744;0,581007818;1;0;0;1;?
C085D;VISA;2,331085506;19,13546946;12,08890678;1;0;0;1;?
C086C;AMEX;1160,67418;1,926612942;3,314428561;1;0;0;1;?
C0908;VISA;1,398990629;0,196516855;6,012161596;0;0;0;0;?
C0B6C;DINNERS;5,949790365;668,7134882;4,987822155;1;0;0;0;?
C0F77;ELO;8,063855934;80,79830786;7,657336039;1;0;0;0;?
C0FB3;AMEX;9,556057554;19,52403434;12,06536568;1;0;0;1;?
C12BE;DINNERS;2,867988382;0,317795324;2,217679985;1;0;0;0;?
C2179;DINNERS;2,997383472;1,52817947;4,21771593;1;0;0;1;?
C2195;ELO;4,27158727;2,924024905;4,414080057;1;1;0;1;?
C276A;VISA;2,602379668;3,809359822;9,23103865;1;1;0;0;?
C2786;ELO;5,586407674;13,26107327;0,064768465;1;0;0;0;?
C32C6;ELO;38,65607982;0,681389006;3,456065336;1;1;0;1;?
C4421;MASTER;14,81930075;11,85551852;4,151894625;1;1;0;1;?
C475D;VISA;15,08976652;26,27618071;4,684809246;1;0;0;1;?
C490B;AMEX;6,082385127;3,871582909;2,025796123;1;0;1;0;?
C498B;ELO;12,6175841;1,017956433;12,84847532;1;0;0;1;?
C5658;ELO;23,64084832;0,072674477;0,219699977;1;0;0;1;?
C565E;AMEX;17,79788824;1,395508398;2,880479352;1;1;0;0;?
C5763;AMEX;4,848246572;0,320735427;1,273049524;1;0;1;0;?
C610F;ELO;114,05661;1,125640479;0,615876251;1;0;0;1;?
C6172;AMEX;6,701852476;0,260087966;3,796329318;1;0;0;1;?
C6717;AMEX;1,353370764;0,226148834;5,944442241;0;0;0;1;?
C7019;MASTER;263,7448192;44,3162426;0,852799983;1;0;0;1;?
C7482;ELO;56,64702674;1,598870127;5,07259834;1;0;0;1;?
C7564;VISA;3,324971669;6,027441941;5,173110365;1;0;0;1;?
C7A87;ELO;4,000969679;0,095762116;4,149601722;1;1;0;1;?
C7F40;ELO;39,6556906;1,169157775;1,166138538;1;0;0;1;?
C882A;VISA;36,72505735;0,129994793;1,180745511;1;1;0;0;?
C891E;ELO;40,4422358;0,187131302;1,922024617;1;1;0;1;?
C94EA;VISA;14,85090854;7,218321875;10,68033436;1;1;0;1;?
C9601;ELO;5,113250249;0,028758877;4,7354926;1;0;0;1;?
C9869;DINNERS;185,3134484;3,194466252;1,251735082;1;0;0;1;?
C99E2;VISA;8,25234405;24,38588522;9,254259619;1;1;0;1;?
C9A8F;AMEX;14,26352974;0,158758086;1,136101941;1;1;0;1;?
C9B7C;ELO;34,54719659;1,059283712;61,9906138;1;0;0;1;?
C9C44;MASTER;0,822670908;0,644241528;0,980721666;0;0;0;1;?
C9CBC;MASTER;207,3820761;0,644487215;4,61813308;1;1;0;1;?
C9CD0;VISA;41,54192326;3,100347944;11,97037155;1;1;0;1;?
C9F14;DINNERS;78,62324229;1,4092452;1,838016428;1;1;0;0;?
CB150;AMEX;0,453375037;12,5060531;4,178236303;0;0;0;1;?
CB1E6;DINNERS;2,253822404;0,841076132;0,420308575;1;0;1;0;?
CB64B;VISA;67,59186117;1,612995562;0,207043005;1;1;0;0;?
CB68F;VISA;367,5029037;3,143785563;2,500150514;1;0;0;1;?
CBC41;MASTER;9,046135789;9,139553948;0,746131543;1;1;0;0;?
CBCBE;AMEX;2,200265202;0,071120392;6,940459369;1;0;0;1;?
CC2A8;VISA;9,683342427;0,09585077;2,145045777;1;0;0;1;?
CC2CD;DINNERS;0,249122205;0,310728651;0,487868008;0;0;0;1;?
CC398;VISA;72,92483277;2,202201688;0,883703012;1;0;0;1;?
CC3B8;AMEX;6,574500297;0,09513977;6,761526064;1;0;0;1;?
CC641;AMEX;0,71800541;10,05451985;1,341926904;0;1;0;0;?
CC784;AMEX;47,54332116;53,51578241;0,648222491;1;0;0;1;?
CCA9C;VISA;2,307158185;4,841928209;11,96178607;1;1;0;1;?
CCC1D;ELO;22,27871793;0,740993365;2,996496754;1;0;0;0;?
CCDC7;MASTER;3,388097655;1,63137791;4,477576119;1;0;0;1;?
CCE28;AMEX;5,303524756;0,078297969;0,210393125;1;0;0;0;?
CD0E1;MASTER;5,695493428;2,632929378;0,330789367;1;0;0;0;?
CD4C2;DINNERS;48,76578564;1,181796988;1,194516641;1;1;0;1;?
CD9C9;MASTER;13,28900153;1,19308652;0,582012234;1;0;0;1;?
CD9DA;AMEX;3,434168965;0,552814702;9,66835951;1;0;0;1;?
CDE3C;DINNERS;21,14428443;5,225097894;1,068578662;1;0;0;1;?
CDF91;MASTER;1,473612642;0,731887553;5,932612102;0;0;0;0;?
CE15A;MASTER;14,16939326;0,627489418;0,3243685;1;0;0;1;?
CE1C1;ELO;9,402730718;0,340081234;8,518274507;1;0;0;1;?
CE9EF;VISA;5,402757442;1,010555455;8,428769674;1;1;0;1;?
CEB48;DINNERS;11,3409775;11,87910385;0,940543563;1;0;0;0;?
CEBFA;DINNERS;168,4644807;1,352934512;2,014450148;1;0;0;1;?
CF3F9;ELO;158,0420596;72,97253645;0,508761315;1;0;0;1;?
CF644;VISA;12,13185314;1,074913989;0,410581847;1;1;0;0;?
CFB8E;ELO;6,934724834;0,163901833;4,358895835;1;0;0;1;?
CFBEC;ELO;8,868768948;0,094204911;0,293933588;1;0;0;0;?
CFCC8;AMEX;204,1079603;54,53431352;0,690515917;1;0;0;1;?
CFD3F;DINNERS;22,40957871;1,393890912;0,494685212;1;0;0;1;?
CFDD4;ELO;13,05847051;0,256084064;1,001254294;1;0;0;0;?
CFFCD;AMEX;17,24741487;0,216716754;1,633251184;1;0;0;0;?
D024A;DINNERS;1,302886912;2,317764573;7,892935558;0;1;0;1;?
D032A;VISA;1,750683648;0,580885031;0,247285494;0;0;0;0;?
D0419;MASTER;2,091284387;0,295557278;49,96111372;1;0;0;1;?
D0551;MASTER;70,20819773;0,78046168;1,160596826;1;1;0;1;?
D0870;ELO;1,962944418;0,643003705;0,559660072;1;0;0;1;?
D0C2F;DINNERS;2,020769395;0,178019565;0,814507941;1;1;0;1;?
D0E0D;MASTER;14,73729197;132,034827;1,123251285;1;1;0;0;?
D0FB0;DINNERS;9,520682342;0,865589121;2,89411145;1;1;0;1;?
D122D;ELO;45,29665756;0,882736432;8,856861077;1;0;0;1;?
D16C8;AMEX;5,471113979;1,024178087;0,067180502;1;0;0;0;?
D19EE;MASTER;24,10332301;0,024429882;12,97422248;1;0;0;1;?
D1A3C;ELO;8,621363388;0,019728082;4,506725522;1;1;0;1;?
D1B7C;AMEX;167,6789878;7,756202507;1,848856353;1;0;0;1;?
D1C42;DINNERS;360,2063696;0,101398165;0,909472792;1;0;0;1;?
D1D80;MASTER;10,1389098;1,718571956;0,204125828;1;0;0;0;?
D1D9A;AMEX;4,159180999;0,645901093;0,568752502;1;1;0;0;?
D1E6A;ELO;226,8331043;53,33783615;1,146473041;1;0;0;1;?
D1FE1;MASTER;13,01860956;16,59708291;4,093329358;1;1;0;1;?
D2570;DINNERS;5,534137006;2,160614998;36,07436613;1;0;0;0;?
D2D35;DINNERS;4,939540681;2,106295218;5,430454712;1;0;0;1;?
D2FDA;ELO;9,311299584;0,090026158;0,704987301;1;0;0;1;?
D3309;VISA;0,97514987;0,030434471;0,351549106;0;0;0;1;?
D3593;DINNERS;2,739623489;5,141774067;0,617280494;1;1;1;1;?
D3C7F;AMEX;7,738952227;0,687468394;5,228843415;1;0;0;1;?
D3DC8;VISA;13,54977726;8,929510616;4,43458451;1;0;0;1;?
D3EAD;MASTER;9,729462832;0,152264784;0,352450343;1;1;0;0;?
D44EF;AMEX;0,530985369;1,501574953;4,421388187;0;1;0;0;?
D4687;VISA;2,398930939;0,132133315;6,96313873;1;0;0;1;?
D512A;ELO;29,62175711;135,8006925;1,427545639;1;0;0;1;?
D5223;AMEX;266,7626869;6,553525177;0,564564602;1;0;0;1;?
D55DA;MASTER;114,5197894;0,707003253;0,516989925;1;0;0;0;?
D5AE5;MASTER;8,326694107;0,227920969;6,359716767;1;0;0;1;?
D5B64;MASTER;2,064181398;0,540532453;0,095553742;1;0;0;1;?
D64CE;AMEX;132,3914554;0,359299847;0,82082858;1;0;0;1;?
D7014;VISA;4,970775363;0,041625134;0,163549983;1;0;0;1;?
D7129;AMEX;17,70930464;0,32834566;7,931985193;1;0;0;1;?
D7556;DINNERS;0,826296175;0,241470396;4,946266964;0;0;0;0;?
D7614;AMEX;12,39127146;1,658017253;0,380574689;1;0;0;1;?
D778D;MASTER;3,724019125;0,956837928;0,278464945;1;0;0;1;?
D7B0D;MASTER;19,31407942;0,067425946;7,626361383;1;0;0;1;?
D7DFB;AMEX;3,771035097;0,619590433;18,06939126;1;0;0;1;?
D8139;AMEX;22,30280235;0,165404993;0,460320105;1;0;1;1;?
D86F7;MASTER;4,348321062;0,445811893;8,519711722;1;0;0;1;?
D8AFC;MASTER;261,9497667;0,576193601;1,913167488;1;0;0;1;?
D8E8E;ELO;140,3947227;0,13836218;1,159313887;1;0;0;1;?
D9385;VISA;4,378167987;2,777142452;4,93281465;1;1;0;1;?
D989F;DINNERS;119,8712174;0,427533915;0,214675428;1;0;0;0;?
D9D5C;MASTER;10,22543769;0,486101803;0,482909578;1;0;0;1;?
DA095;ELO;5,111290291;0,039368838;0,647981001;1;0;0;1;?
DA551;DINNERS;36,43323901;29,45355376;1,923812948;1;0;0;1;?
DAAB3;MASTER;44,63491842;0,215092999;5,047656913;1;0;0;1;?
DAE0F;DINNERS;3,186910924;0,169463187;4,194498797;1;0;0;1;?
DB210;ELO;3,357480767;990,0703152;3,157889903;1;0;0;0;?
DB509;MASTER;215,4686985;1,132499393;0,429625346;1;0;0;1;?
DB56C;AMEX;10,57695607;1,26797822;1,298362258;1;1;0;1;?
DBC07;MASTER;335,7691477;0,879809684;5,361224522;1;0;0;1;?
DBDBB;MASTER;2,713987502;0,102796893;0,440645755;1;0;0;0;?
DC18E;VISA;185,582956;0,445364256;5,847280386;1;0;0;0;?
DC591;DINNERS;101,8192071;0,232921896;0,689556177;1;0;0;1;?
DC9FE;VISA;1,765087385;0,703380944;2,074425151;0;0;0;1;?
DCD41;ELO;3,741864117;69,33779663;0,405118359;1;0;0;1;?
DD38D;VISA;8,926404269;4,625609274;4,179124942;1;0;0;1;?
DD5ED;AMEX;172,9420376;2,001763118;4,273139415;1;1;0;0;?
DD686;DINNERS;9,309141021;0,595222053;0,052925874;1;0;1;1;?
DD721;MASTER;32,42165183;0,96897111;4,127054625;1;1;0;1;?
DD839;AMEX;5,094173313;17,35140942;5,080266912;1;1;0;1;?
DD8E3;MASTER;17,83221075;52,45630056;1,237142055;1;0;0;1;?
DD90E;VISA;15,23738019;27,12073906;0,955504071;1;0;0;1;?
DD953;DINNERS;16,00098662;0,182619281;4,092238894;1;0;0;1;?
DDA54;MASTER;46,68792021;0,927317069;0,156418131;1;0;0;1;?
DDEDA;DINNERS;13,25181798;0,0624691;0,682559348;1;0;0;1;?
DDF93;VISA;5,091079491;0,805152595;0,427714561;1;0;0;1;?
DE0A4;DINNERS;0,644017718;20,90267702;23,38751375;0;0;0;1;?
DE1E8;AMEX;1,118987074;9,85851636;6,919003728;0;0;0;0;?
DE599;VISA;16,15845855;0,114327152;4,618564083;1;0;0;1;?
DEAFB;VISA;7,800987514;0,480782977;6,50085539;1;0;0;1;?
DF18A;DINNERS;3,691680523;4,881542198;7,88760146;1;0;0;1;?
E0755;VISA;24,55449212;0,85817141;0,913537605;1;0;0;0;?
E08A4;AMEX;69,48260119;0,236830782;1,469555279;1;1;0;1;?
E0BD7;VISA;36,59554186;1,333665284;0,249509146;1;1;0;0;?
E1035;MASTER;185,9261965;1,910086167;0,473376614;1;0;0;1;?
E1349;MASTER;36,55689879;0,369011431;1,296316493;1;0;0;0;?
E1629;MASTER;50,34965178;0,044087807;5,821308752;1;0;0;1;?
E1665;MASTER;360,2828909;0,822403527;0,963581259;1;0;0;1;?
E1845;ELO;78,77181296;2,048881456;4,259430935;1;1;0;1;?
E22B0;DINNERS;22,30764244;0,009641224;5,828477518;1;0;0;1;?
E2839;VISA;129,7141556;7,336318251;0,638215585;1;0;0;1;?
E2994;ELO;118,3521038;0,624861774;7,285787566;1;0;0;1;?
E2EF1;MASTER;4,422142802;0,402990257;2,096687257;1;0;0;0;?
E3EF0;VISA;1,163866361;0,06052132;4,273704168;0;0;0;0;?
E3F2B;MASTER;14,50769561;4,301869919;4,272895593;1;0;0;1;?
E444A;AMEX;0,948522924;23,40409489;0,90498024;0;0;0;1;?
E44F3;VISA;5,937816619;2,792456698;5,069574228;1;0;0;1;?
E45C5;MASTER;62,60717342;4,135260042;6,990106344;1;0;0;0;?
E47EE;AMEX;41,88069337;0,665172149;7,026983171;1;1;0;1;?
E4895;DINNERS;3,080101147;1,903364321;0,726604073;1;0;1;0;?
E4EFD;VISA;14,59693483;0,120035327;0,214751776;1;0;1;0;?
E4F1E;AMEX;7,495234314;19,62811646;5,868334927;1;0;0;1;?
E5811;VISA;29,5789152;1,258031801;0,788657559;1;0;0;0;?
E6337;AMEX;44,37502017;0,417006773;2,000317439;1;0;0;1;?
E64B4;DINNERS;3,449693507;0,195377328;0,816470318;1;0;0;1;?
E72C3;DINNERS;136,5074939;0,469062967;1,464120403;1;0;0;1;?
E744A;ELO;3,340273281;8,429140853;3,180621558;1;0;0;0;?
E759C;ELO;3,923262361;0,432572525;0,54532104;1;0;0;0;?
E777D;ELO;406,6334253;4,956462546;7,912022755;1;0;1;1;?
E825A;AMEX;1,200795914;2,654549612;0,056668494;0;0;0;0;?
E826D;ELO;10,24358843;64,10741654;1,820793161;1;0;0;1;?
E831D;VISA;1,22855243;9,256474239;4,906841315;0;1;0;1;?
E8790;MASTER;161,6154815;1,663477436;2,109672604;1;0;0;1;?
E8EAC;ELO;4,7774068;0,038010977;8,12155397;1;0;0;1;?
E9237;ELO;0,805305709;0,128807772;1,27150117;0;0;0;0;?
E9463;MASTER;16,66134925;2,784198855;1,141515683;1;1;1;1;?
E95F7;ELO;3,107017208;53,55051542;0,547532777;1;0;0;1;?
E972D;ELO;1,750378482;0,084898795;0,26465738;0;0;0;1;?
E9AAD;DINNERS;126,2141852;3,377204907;0,116736478;1;0;0;1;?
E9DF1;ELO;74,95197178;0,035593744;8,158311757;1;0;0;1;?
EA215;ELO;11,04395709;1,243576152;4,395723312;1;0;0;1;?
EA7AE;ELO;2,620306096;0,696115074;33,3373369;1;0;0;1;?
EAD96;VISA;8,120673803;0,933358504;1,164080937;1;1;0;1;?
EAEB8;ELO;5,657676112;0,018183197;0,51553146;1;1;0;1;?
EB6FE;VISA;1,136829476;0,220089931;9,065165712;0;1;0;1;?
EB9CF;MASTER;130,8787613;4,627295112;0,674860967;1;0;0;1;?
EBC82;VISA;42,61790559;10,09921998;4,104598253;1;1;0;1;?
EC28E;MASTER;12,62683479;0,827875198;4,51195025;1;1;0;1;?
EC376;AMEX;1,525186004;2,181828692;7,783368924;0;1;0;1;?
EC5A0;MASTER;11,4226808;3,107011749;5,679204911;1;0;0;1;?
EC615;DINNERS;4,402020652;51,87086236;1,818932652;1;0;0;1;?
EC727;ELO;16,91047996;33,62197765;1,543906269;1;0;0;0;?
ECB33;AMEX;70,78985135;1,340077216;4,803649811;1;0;0;1;?
ED3DB;MASTER;128,4684044;11,58913229;4,154165651;1;0;0;1;?
ED64A;ELO;35,03752103;0,161586478;2,889801905;1;1;0;1;?
EDD5C;VISA;16,08472687;1,409417769;9,930500721;1;0;0;1;?
EDF0A;ELO;6,197427357;47,19967785;6,206384686;1;0;0;1;?
EF1AD;DINNERS;3,034512532;7,67769967;6,903344077;1;0;0;1;?
EF455;AMEX;5,336013178;0,142828746;9,359382534;1;1;0;0;?
EF49A;DINNERS;28,01007584;4,83065759;1,214271939;1;0;0;1;?
EF7D0;DINNERS;2,905652137;0,207954378;0,475863072;1;0;0;1;?
EF941;MASTER;3,725980051;1,23465742;5,96355352;1;0;0;1;?
EFAE4;MASTER;14,37262565;2,834737015;6,414024692;1;0;0;1;?
F0191;ELO;7,074682107;550,2956264;0,155659518;1;0;0;1;?
F034E;MASTER;34,35754682;0,214758376;1,024255473;1;1;0;1;?
F03F6;VISA;6,498015604;0,228994675;0,17175015;1;0;0;0;?
F0578;AMEX;25,34081938;0,444935618;5,403521371;1;0;0;1;?
F0D12;ELO;83,72351865;0,05315477;2,926469875;1;0;0;1;?
F0E34;AMEX;10,46766476;0,133338998;14,42733422;1;0;0;1;?
F0E98;VISA;406,1513246;7,288614548;0,688340198;1;0;0;1;?
F1322;AMEX;252,4619726;2,504864806;2,054940122;1;0;0;1;?
F1560;AMEX;167,1397558;0,282253121;0,308467507;1;0;0;1;?
F1698;ELO;7,17929358;0,788299945;0,754422583;1;1;0;1;?
F1AC1;VISA;7,067664115;0,383510107;0,466144442;1;0;0;1;?
F1DF3;MASTER;2,949749105;1,806455952;6,474756825;1;0;0;1;?
F2AD3;AMEX;2,276457962;2,383057118;5,669220978;1;0;0;1;?
F3300;ELO;23,46084919;5,582377774;19,35597534;1;0;0;1;?
F35B1;VISA;58,60106452;81,61113284;0,737269903;1;0;0;1;?
F3BB6;ELO;5,146676507;0,021887845;0,494897661;1;1;1;1;?
F3BE5;VISA;2,114135046;1,269493843;0,132421314;1;0;0;1;?
F3EDC;ELO;0,867059169;0,67155411;6,29049056;0;0;0;1;?
F3EDE;DINNERS;10,34032087;0,919057129;1,357951322;1;0;0;1;?
F421D;VISA;113,1721205;5,523755393;6,000559167;1;0;0;0;?
